30	1
275	1
959	1
1091	1
1462	1
2012	1
851	2
1257	2
1363	2
1404	2
1422	2
1789	2
2107	2
2118	2
2283	2
2688	2
61	3
454	3
1329	3
1403	3
1472	3
1786	3
2141	3
2293	3
2949	3
978	4
1645	4
1933	4
2103	4
2117	4
2455	4
674	5
924	5
1697	5
1731	5
2100	5
2329	5
2555	5
2791	5
52	6
326	6
496	6
1402	6
2210	6
2568	6
2931	6
380	7
1502	7
1564	7
1781	7
2169	7
2226	7
2231	7
2691	7
2900	7
43	8
186	8
197	8
1533	8
1720	8
1825	8
2637	8
541	9
797	9
1005	9
1991	9
2217	9
2407	9
2576	9
2666	9
2711	9
943	10
1149	10
1562	10
2107	10
2120	10
2187	10
842	11
2966	11
281	12
873	12
1365	12
1401	12
1663	12
1745	12
2175	12
2385	12
2625	12
2707	12
35	13
276	13
591	13
1504	13
2224	13
2258	13
544	14
558	14
2086	14
2305	14
2644	14
391	15
1104	15
1522	15
1809	15
1993	15
2141	15
2297	15
2477	15
2813	15
62	16
335	16
1136	16
1580	16
1848	16
2221	16
2259	16
2720	16
2978	16
304	17
746	17
1648	17
2225	17
2614	17
2979	17
424	18
468	18
557	18
1956	18
2725	18
206	19
357	19
1483	19
2683	19
2791	19
318	20
404	20
542	20
912	20
1158	20
1317	20
1413	20
1492	20
1593	20
1594	20
1854	20
2288	20
2865	20
2996	20
74	21
107	21
178	21
406	21
768	21
823	21
1257	21
2643	21
529	22
880	22
1743	22
1941	22
2056	22
2403	22
2724	22
2780	22
482	23
487	23
1193	23
1492	23
1632	23
2692	23
2757	23
196	24
600	24
791	24
957	24
1079	24
1699	24
1818	24
2045	24
2497	24
136	25
307	25
1002	25
1010	25
1673	25
1860	25
1947	25
528	26
888	26
1101	26
1235	26
2202	26
2570	26
2660	26
1192	27
1292	27
1327	27
1501	27
1590	27
1876	27
1996	27
2278	27
109	28
1323	28
1406	28
1593	28
1661	28
1675	28
1832	28
1886	28
2347	28
2443	28
2830	28
665	29
969	29
1054	29
1071	29
1200	29
2272	29
2626	29
506	30
919	30
944	30
961	30
1164	30
1837	30
2244	30
2350	30
2631	30
556	31
778	31
863	31
1519	31
1681	31
1727	31
2296	31
2739	31
446	32
1104	32
1704	32
2143	32
2604	32
467	33
1054	33
1521	33
2202	33
2854	33
723	34
758	34
831	34
1000	34
1088	34
1114	34
1230	34
2069	34
2351	34
1048	35
1530	35
2457	35
2645	35
534	36
1016	36
1108	36
1510	36
1748	36
2286	36
580	37
939	37
941	37
1587	37
1831	37
1970	37
2418	37
2806	37
186	38
324	38
644	38
798	38
805	38
1471	38
1838	38
2066	38
2399	38
2598	38
2794	38
252	39
1188	39
1577	39
1583	39
1785	39
1895	39
2022	39
2101	39
521	40
608	40
1591	40
1864	40
1897	40
2365	40
2486	40
2548	40
2668	40
2684	40
2827	40
2967	40
2980	40
60	41
134	41
232	41
581	41
853	41
869	41
924	41
1074	41
1441	41
